director_name,actor_name,genres,movie_title
Maria Maggenti,Nicole Ari Parker,Comedy Drama Romance,the incredibly true adventure of two girls in love
Miguel Arteta,Lupe Ontiveros,Comedy Drama,chuck & buck
Piyush Dinker Pandya,Purva Bedi,Comedy Drama Romance,american desi
Daniel Columbie,Keri Maletto,Action Crime Drama,amidst the devil's wings
Vincenzo Natali,David Hewlett,Mystery Sci-Fi Thriller,cube
Emma-Kate Croghan,Radha Mitchell,Comedy Romance,love and other catastrophes
Bill Plympton,Charis Michelsen,Animation Comedy Drama Fantasy Sci-Fi,i married a strange person!
Greg Harrison,Amir Talai,Drama Mystery Thriller,november
Drake Doremus,Jennifer Lawrence,Drama Romance,like crazy
Al Franklin,Marshal Hilton,Horror,teeth and blood
Allison Anders,Ally Sheedy,Comedy Music,sugar town
Michael Kang,Samantha Futerman,Comedy Drama,the motel
Paul Schrader,Nolan Gerard Funk,Drama Thriller,the canyons
unknown,Shirley Henderson,Crime Drama,happy valley            
Lori Silverbush,Judy Marte,Drama,on the outs
Jeff Nichols,Michael Abbott Jr.,Drama Thriller,shotgun stories
Stuart Hazeldine,Colin Salmon,Mystery Thriller,exam
Hilary Brougher,James Urbaniak,Sci-Fi,the sticky fingers of time
Rachel Goldenberg,Dustin Fitzsimons,Drama Musical,sunday school musical
Corbin Bernsen,Corbin Bernsen,Drama,rust
Jamin Winans,Eme Ikwuakor,Action Drama Fantasy Sci-Fi,ink
Tom Seidman,Florence Henderson,Drama Family,the christmas bunny
Jason Naumann,Victoria Jackson,Comedy Short,jesus people
Matt Cimber,Stacy Keach,Crime Drama,butterfly
Sam Martin,Sam Adams,Documentary,undivided
Andrew Hyatt,Noah Segan,Horror Thriller,the frozen
Dan Curtis,Jennifer Jason Leigh,Fantasy Romance,the love letter
Joel Paul Reisig,Joshua Ray Bell,Family,horse camp
Kristin Rizzo,Esai Morales,Documentary,give me shelter
King Vidor,John Gilbert,Drama Romance War,the big parade
Ward Roberts,Sid Haig,Comedy,little big top
Zoran Lisinac,Matthew Emerick,Comedy Music Romance,along the roadside
Nicolas Winding Refn,Tom Hardy,Action Biography Crime Drama,bronson
James O'Brien,Mark Fantasia,Adventure Drama Fantasy Thriller Western,western religion
Tom Putnam,Brendan Doogie Milewski,Documentary,burn
Jon Shear,Dan Futterman,Drama,urbania
Al Silliman Jr.,Christina Hart,Comedy Drama,the stewardesses
Eugène Lourié,Kenneth Tobey,Adventure Horror Sci-Fi,"the beast from 20,000 fathoms"
Richard Fleischer,James Mason,Adventure Drama Family Fantasy Sci-Fi,"20,000 leagues under the sea"
George Miller,Hugh Keays-Byrne,Action Adventure Sci-Fi Thriller,mad max
Doug Liman,Jon Favreau,Comedy Drama,swingers
Sergio Leone,Clint Eastwood,Action Drama Western,a fistful of dollars
Lowell Sherman,Mae West,Comedy Drama History Musical Romance,she done him wrong
Maurizio Benazzo,The Dalai Lama,Documentary,short cut to nirvana: kumbh mela
David G. Evans,Michael Joiner,Drama,the grace card
Ava DuVernay,Omari Hardwick,Drama,middle of nowhere
Tom Tykwer,Devid Striesow,Comedy Drama Romance,3
Sherman Alexie,William Joseph Elk III,Drama Music,the business of fancydancing
Justin Dillon,Matisyahu,Documentary History Music,call + response
Steven Soderbergh,Channing Tatum,Crime Drama Thriller,side effects
Stevan Mena,R. Brandon Johnson,Crime Horror Mystery Thriller,malevolence
Adam Rifkin,Marri Savinar,Comedy Drama,shooting the warwicks
Eric Valette,Melanie Papalia,Horror Sci-Fi Thriller,super hybrid
Jay Duplass,Greta Gerwig,Comedy Drama Horror Romance,baghead
Livingston Oden,Susan Chambers,Comedy Horror Mystery Thriller,solitude
Chris Marker,Marina Vlady,Documentary,the case of the grinning cat
Carl Theodor Dreyer,Hanne Aagesen,Drama Fantasy,ordet
Marianna Palka,Bryce Dallas Howard,Comedy Drama Romance,good dick
Richard Schenkman,William Katt,Drama Romance Sci-Fi,the man from earth
Ricki Stern,Darryl Hunt,Crime Documentary,the trials of darryl hunt
Nadia Tass,Mia Farrow,Drama Family,an american girl holiday
James Kerwin,John Newton,Drama Music Mystery Romance Sci-Fi,yesterday was a lie
C. Fraser Press,Elaine Bromka,Comedy Drama Music,theresa is a mother
Rania Attieh,Paul Hickert,Drama Sci-Fi Thriller,h.
Sharon Greytak,Sally Kirkland,Drama,archaeology of a woman
Majid Majidi,Bahare Seddiqi,Drama Family,children of heaven
Andrew Haigh,Tom Cullen,Drama Romance,weekend
Spike Lee,S. Epatha Merkerson,Comedy Romance,she's gotta have it
Cary Bell,Abigail Evans,Documentary,butterfly girl
Nicolae Constantin Tanase,Iulia Ciochina,Drama,the world is mine
Mike Cahill,Robin Lord Taylor,Drama Romance Sci-Fi,another earth
Jason Stone,Topher Grace,Thriller,the calling
Melvin Van Peebles,John Amos,Crime Drama Thriller,sweet sweetback's baadasssss song
Ken Roht,Charla Cochran,Drama,perfect cowboy
Gary Winick,Bebe Neuwirth,Comedy Drama Romance,tadpole
John Carney,Glen Hansard,Drama Music Romance,once
Robinson Devor,Marilyn Rising,Comedy,the woman chaser
Michel Orion Scott,Temple Grandin,Documentary,the horse boy
Pat Holden,Alan Brent,Horror,when the lights went out
Eric Bugbee,Joel Moody,Action Drama Sport,heroes of dirt
Tobe Hooper,Gunnar Hansen,Horror Thriller,the texas chain saw massacre
Bill Melendez,Peter Robbins,Animation Comedy Family,a charlie brown christmas
Dena Seidel,Naderev Sano,Adventure Documentary,antarctic edge: 70° south
Deborah Anderson,Lisa Ann,Documentary,aroused
Sara Newens,Ariel Hsing,Documentary,top spin
Michael Moore,Michael Moore,Documentary,roger & me
Paul Schrader,Ed Begley Jr.,Fantasy Horror Thriller,cat people
Sai Varadan,J.D. Williams,Drama,an american in hollywood
Zal Batmanglij,Christopher Denham,Drama Mystery Sci-Fi Thriller,sound of my voice
Amal Al-Agroobi,unknown,Documentary Family,the brain that sings
Andrew Berends,unknown,Documentary War,the blood of my brother
Lynn Shelton,Mark Duplass,Comedy Drama,your sister's sister
Valentine,Diane Sorrentino,Romance,romantic schemer
David Hewlett,Christopher Judge,Comedy,a dog's breakfast
George A. Romero,Judith O'Dea,Drama Horror Mystery,night of the living dead
Jean-Luc Godard,Philippe Leroy,Drama,une femme mariée
Nate Parker,Jason Stuart,Biography Drama,the birth of a nation
Nathan Smith Jones,Richard Moll,Comedy,the work and the story
Alex Kendrick,Alex Kendrick,Drama Sport,facing the giants
Travis Cluff,Pfeifer Brown,Horror Thriller,the gallows
David Lynch,Hal Landon Jr.,Fantasy Horror Sci-Fi,eraserhead
Harry F. Millarde,Stephen Carr,Crime Drama,over the hill to the poorhouse
Robert Townsend,Robert Townsend,Comedy,hollywood shuffle
Peter Chelsom,Kieran Culkin,Comedy Drama,the mighty
Jamaa Fanaka,Leon Isaac Kennedy,Crime Drama Sport,penitentiary
Larry Blamire,Fay Masterson,Comedy Horror Sci-Fi,the lost skeleton of cadavra
Stephen Langford,Kevin P. Farley,Family,"dude, where's my dog?!"
E.L. Katz,Brighton Sharbino,Comedy Crime Drama Horror Thriller,cheap thrills
Lisanne Pajot,Jonathan Blow,Documentary,indie game: the movie
Dan Reed,Danny Dyer,Thriller,closure
John Reinhardt,Sheldon Leonard,Crime Drama,open secret
Patrick Ryan Sims,Claire Gordon-Harper,Action Drama Sci-Fi Thriller,echo dr.
Laslo Benedek,Liv Ullmann,Crime Horror Thriller,the night visitor
Jason Miller,Jon Brion,Biography Documentary Music,the past is a grotesque animal
Dennis Iliadis,Tony Goldwyn,Crime Horror Thriller,the last house on the left
Sut Jhally,Noam Chomsky,Documentary,"peace, propaganda & the promised land"
Darren Aronofsky,Mark Margolis,Drama Mystery Thriller,pi
Julie Davis,Jack McGee,Comedy Romance,"i love you, don't touch me!"
Myles Berkowitz,Tia Carrere,Biography Comedy Romance,20 dates
Brett Piper,Michelle Simone Miller,Action Sci-Fi Thriller,queen crab
Morgan Spurlock,Chemeeka Walker,Comedy Documentary Drama,super size me
Brandon Trost,Clifton Collins Jr.,Comedy,the fp
Joe Swanberg,Anna Kendrick,Comedy Drama,happy christmas
Joseph Green,Virginia Leith,Horror Sci-Fi,the brain that wouldn't die
Wade Gasque,Ty Parker,Drama,tiger orange
Daniel Schechter,Lena Dunham,Comedy,supporting characters
Mike Flanagan,Justin Gordon,Drama Horror Mystery,absentia
Edward Burns,Shari Albert,Comedy Drama Romance,the brothers mcmullen
Matt Johnson,Paul Daniel Ayotte,Crime Drama Thriller,the dirties
Bruno Barreto,Marcello Mastroianni,Comedy Drama Romance,gabriela
Lena Dunham,Lena Dunham,Comedy Drama Romance,tiny furniture
Terron R. Parsons,Richard Tyson,Crime Drama Horror,hayride
Daniel Mellitz,Corbin Bernsen,Comedy Drama,the naked ape
Jem Cohen,unknown,Documentary,counting
Andrew Leman,Dan Novy,Fantasy Horror Mystery Thriller,the call of cthulhu
Dave Carroll,Chris 'Wonder' Schoeck,Documentary,bending steel
William Eubank,Lin Shaye,Sci-Fi Thriller,the signal
Patrick Meaney,Taliesin Jaffe,Biography Documentary,the image revolution
Chad Hartigan,Jan Haley,Drama,this is martin bonner
Malcolm Goodwin,Katrina Bowden,Comedy,a true story
David Gordon Green,Paul Schneider,Drama,george washington
Kevin Jordan,Derick Martini,Comedy Romance,smiling fish & goat on fire
Kirk Loudon,Barry Corbin,Drama Sci-Fi Thriller,dawn of the crescent moon
Travis Legge,Elissa Dowling,Horror,raymond did it
Martin Scorsese,Ringo Starr,Documentary Music,the last waltz
Collin Joseph Neal,Julianne Gabert,Horror Thriller,"run, hide, die"
Bradley Rust Gray,Zoe Kazan,Drama,the exploding girl
Mike Bruce,Joseph Campanella,Western,the legend of god's gun
Andrew Bujalski,Andrew Bujalski,Comedy,mutual appreciation
Damir Catic,Nichole Ceballos,Horror,her cry: la llorona investigation
Ben Wheatley,Michael Smiley,Comedy Crime Drama,down terrace
Kevin Smith,Jason Mewes,Comedy,clerks
James Bidgood,Don Brooks,Drama Fantasy,pink narcissus
Andrew Bujalski,Andrew Bujalski,Comedy Drama,funny ha ha
Neil LaBute,Stacy Edwards,Comedy Drama,in the company of men
David Ayer,Mireille Enos,Action Crime Drama Thriller,sabotage
Eric Eason,Franky G,Drama Family,manito
Uwe Boll,Matt Frewer,Action Crime Thriller,rampage
Richard Linklater,Tommy Pallotta,Comedy Drama,slacker
Joseph Mazzella,Tjasa Ferme,Crime Drama Thriller,dutch kills
Travis Legge,Kristen Seavey,Comedy Romance,dry spell
Alex Kendrick,Shannen Fields,Drama,flywheel
Marcus Nispel,Ashley Tramonte,Horror Mystery Thriller,exeter
Brandon Landers,Robbie Barnes,Drama Horror Thriller,the ridges
Jay Duplass,Mark Duplass,Comedy Drama Romance,the puffy chair
Jim Chuchu,Paul Ogola,Drama,stories of our lives
Daryl Wein,Zoe Lister-Jones,Romance,breaking upwards
Jason Trost,Sean Whalen,Sci-Fi Thriller,all superheroes must die
John Waters,Divine,Comedy Crime Horror,pink flamingos
Olivier Assayas,Maggie Cheung,Drama Music Romance,clean
Ivan Kavanagh,Patrick O'Donnell,Horror,tin can man
Kiyoshi Kurosawa,Kôji Yakusho,Crime Horror Mystery Thriller,the cure
Tadeo Garcia,Tatiana Suarez-Pico,Drama,on the downlow
Thomas L. Phillips,Julianna Pitt,Comedy Horror Thriller,sanctuary; quite a conundrum
Ash Baron-Cohen,Peter Greene,Crime Drama,bang
Shane Carruth,Shane Carruth,Drama Sci-Fi Thriller,primer
Neill Dela Llana,Ian Gamazon,Thriller,cavite
Robert Rodriguez,Carlos Gallardo,Action Crime Drama Romance Thriller,el mariachi
Anthony Vallone,Richard Jewell,Crime Drama,the mongol king
Edward Burns,Kerry Bishé,Comedy Drama,newlyweds
Scott Smith,Eric Mabius,Comedy Drama,signed sealed delivered
unknown,Natalie Zea,Crime Drama Mystery Thriller,the following            
Benjamin Roberds,Eva Boehnke,Drama Horror Thriller,a plague so pleasant
Daniel Hsia,Alan Ruck,Comedy Drama Romance,shanghai calling
Jon Gunn,John August,Documentary,my date with drew
Joachim Rønning Espen Sandberg,Johnny Depp,Adventure Action Fantasy Comedy,pirates of the caribbean: dead men tell no tales
Zack Snyder,Ben Affleck,Action Adventure Fantasy Sci-Fi,justice league
Taika Waititi,Chris Hemsworth,Action Adventure Fantasy Sci-Fi,thor: ragnarok
James Gunn,Chris Pratt,Action Adventure Comedy Sci-Fi,guardians of the galaxy vol. 2
Sean McNamara,Pierce Brosnan,Fantasy Action Adventure,the king's daughter
Adam Spinks,Ben Loyd-Holmes,Thriller Adventure,extinction: nature has evolved
Rucha Humnabadkar,Ali Fazal,Drama Comedy,for here or to go?
Sarik Andreasyan,Anton Pampushnyy,Action Fantasy Sci-Fi,guardians
Peter Hutchings,Victoria Justice,Comedy,the outcasts
Patty Jenkins,Gal Gadot,Action Adventure Fantasy,wonder woman
Kevin Munroe,Chris Murphy,Animation Adventure Comedy Action Family,sly cooper
James Ponsoldt,Emma Watson,Drama Thriller Sci-Fi,the circle
Trish Sie,Anna Kendrick,Comedy,pitch perfect 3
Sean Byrne,Ethan Embry,Horror,the devil's candy
Roberto Doveris,Violeta Castillo,Drama,las plantas
Lloyd Kaufman,Asta Paredes,Comedy Horror,"return to return to nuke 'em high, aka volume 2"
David Jackson,Amanda Leighton,TV Movie Thriller,the cheerleader murders
Demetri Martin,Demetri Martin,Comedy,dean
Alexandre Bustillo Julien Maury,Stephen Dorff,Horror,leatherface
Johannes Roberts,Claire Holt,Drama Thriller Horror Adventure,47 meters down
Gabe Klinger,Lucie Lucas,Romance Drama,porto
Aaron Leong,Sean O'Donnell,Comedy Drama Family Fantasy Romance Sci-Fi,mamaboy
Terry George,Oscar Isaac,History Romance Drama,the promise
Benny Boom,Demetrius Shipp Jr.,Drama Music,all eyez on me
Nacho Vigalondo,Anne Hathaway,Action Comedy Drama Fantasy Sci-Fi,colossal
Derrick Borte,Jonathan Rhys Meyers,Drama Music,london town
Martin Koolhoven,Guy Pearce,Mystery Thriller Western,brimstone
Alex Helfrecht Jörg Tittel,Agyness Deyn,Drama Sci-Fi,the white king
Laura Poitras,Julian Assange,Documentary,risk
Eddie O'Keefe,Emily Browning,Romance Drama Crime,shangri-la suite
Ralitza Petrova,Irena Ivanova,Drama,godless
Peter Chelsom,Asa Butterfield,Romance Adventure Sci-Fi Drama,the space between us
Raoul Peck,Samuel L. Jackson,Documentary,i am not your negro
Lasse Hallström,Dennis Quaid,Comedy Drama Family Fantasy,a dog's purpose
Julian Rosefeldt,Cate Blanchett,Drama,manifesto
Jeff Baena,Alison Brie,Comedy,the little hours
Richie Keen,Charlie Day,Comedy,fist fight
Baran bo Odar,Jamie Foxx,Action Crime Thriller,sleepless
Gore Verbinski,Dane DeHaan,Mystery Thriller Horror Sci-Fi,a cure for wellness
Charlotte Sieling,Jakob Oftebro,Drama Comedy,the man
D.J. Caruso,Vin Diesel,Action Adventure Crime,xxx: return of xander cage
Stacy Title,Douglas Smith,Horror Thriller,the bye bye man
Alice Lowe,Alice Lowe,Horror Comedy Drama Thriller Fantasy,prevenge
Chris McKay,Will Arnett,Action Animation Comedy Family Fantasy,the lego batman movie
Stephan Streker,Lina El Arabi,Drama,a wedding
Stanley Tong,Jackie Chan,Mystery Action Adventure Comedy,kung fu yoga
Vishal Bhardwaj,Saif Ali Khan,War History Drama Romance,rangoon
G.J. Echternkamp,Manu Bennett,Action Comedy Sci-Fi,death race 2050
Adam Smith,Michael Fassbender,Action Drama Crime Thriller,trespass against us
Lisa Robinson Annie J. Howell,Betsy Brandt,Drama,claire in motion
Emily Hagins,Alex Saxon,Family Crime,coin heist
F. Javier Gutiérrez,Matilda Anna Ingrid Lutz,Horror,rings
Alistair Legrand,Vinessa Shaw,Thriller,clinical
Bruno Garotti,Michel Joelsas,Comedy,eu fico loko
Aram Rappaport,Frank Grillo,Crime Thriller,the crash
Tatsuya Oishi Akiyuki Shinbo,Hiroshi Kamiya,Animation Fantasy Mystery,kizumonogatari part 3: reiketsu
Chad Stahelski,Keanu Reeves,Thriller Action Crime,john wick: chapter 2
Jordan Peele,Daniel Kaluuya,Mystery Thriller Horror,get out
James Mangold,Hugh Jackman,Action Drama Sci-Fi,logan
Jordan Vogt-Roberts,Tom Hiddleston,Action Adventure Fantasy,kong: skull island
Pete Travis,Riz Ahmed,Crime Drama Thriller,city of tiny lights
Danny Boyle,Ewan McGregor,Crime Drama,t2 trainspotting
Shane Abbess,Kellan Lutz,Sci-Fi,science fiction volume one: the osiris child
Ry Russo-Young,Zoey Deutch,Mystery Drama Thriller,before i fall
Michael Showalter,Kumail Nanjiani,Comedy Drama Romance,the big sick
Matt Spicer,Aubrey Plaza,Drama Comedy,ingrid goes west
Macon Blair,Melanie Lynskey,Comedy Crime Drama Thriller,i don't feel at home in this world anymore
Guy Ritchie,Charlie Hunnam,Action Drama Fantasy,king arthur: legend of the sword
Bill Condon,Emma Watson,Family Fantasy Romance,beauty and the beast
Chester Tam,Stella Maeve,Comedy,take the 10
Tom McGrath,Alec Baldwin,Animation Comedy Family,the boss baby
Jay Oliva,Matt Ryan,Action Animation Fantasy Sci-Fi Thriller,justice league dark
Sotiris Tsafoulias,Pigmalion Dadakaridis,Thriller Mystery,the other me
Luca Guadagnino,Timothée Chalamet,Romance Drama,call me by your name
Adam Randall,Bill Milner,Action Crime Sci-Fi Thriller,iboy
Salvatore Ficarra Valentino Picone,Salvatore Ficarra,Comedy,l'ora legale
Onur Tukel,Sandra Oh,Comedy Drama,catfight
David Lowery,Casey Affleck,Drama Fantasy Romance,a ghost story
Rupert Sanders,Scarlett Johansson,Action Sci-Fi Thriller,ghost in the shell
Matt Murphy,Dean O'Gorman,Action Comedy Crime,pork pie
Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent,Natalie Brown,Horror,xx
Shaad Ali,Aditya Roy Kapoor,Drama Romance,ok jaanu
James Foley,Dakota Johnson,Drama Romance,fifty shades darker
Craig Johnson,Woody Harrelson,Drama Comedy,wilson
Fyodor Bondarchuk,Rinal Mukhametov,Drama Romance Sci-Fi,attraction
Pascal Bourdiaux,Jean Reno,Comedy,family heist
Caradog W. James,Katee Sackhoff,Horror,don't knock twice
Ido Fluk,Dan Stevens,Drama,the ticket
Ed Gass-Donnelly,Abbie Cornish,Drama Thriller,lavender
Christopher Smith,Tye Sheridan,Thriller,detour
Bill Purple,Jason Sudeikis,Drama,the book of love
Aki Kaurismäki,Sakari Kuosmanen,Comedy Drama,the other side of hope
Alex Grossman,Troy Doherty,Comedy,hickey
Arnaud des Pallières,Adèle Exarchopoulos,Drama,orphan
Martín Hodara,Ricardo Darín,Mystery Drama Crime Thriller,black snow
Akiva Schaffer Scott Aukerman,Michael Bolton,Comedy Music,"michael bolton's big, sexy valentine's day special"
Evan Oppenheimer,Brett Dalton,Adventure Drama Romance,lost in florence
Ben Browder,Gina Gershon,Mystery Comedy Thriller Sci-Fi Fantasy,bad kids of crestview academy
Sydney Sibilia,Edoardo Leo,Action Comedy Crime,smetto quando voglio: masterclass
Oliver Schmitz,Andrea Riseborough,Drama,shepherds and butchers
James Franco,James Franco,Drama,in dubious battle
Cate Shortland,Teresa Palmer,Mystery Thriller Drama Horror,berlin syndrome
Jenny Gage,Dusty Rose Ryan,Documentary,all this panic
Joel David Moore,Frank Langella,Comedy Drama,youth in oregon
Terrence Malick,Michael Fassbender,Drama Music Romance,song to song
Marti Noxon,Lily Collins,Drama,to the bone
Michael Stephenson,Bob Odenkirk,Comedy Drama,girlfriend's day
Liu Jian,Yang Siming,Animation Crime,have a nice day
Anne Hamilton,Peyton Kennedy,Drama Thriller,american fable
Marc Rothemund,Kostja Ullmann,Comedy,my blind date with life
Mirjana Karanović,Mirjana Karanović,Drama,a good wife
Agnieszka Holland,Agnieszka Mandat-Grabka,Crime Drama Mystery Thriller,spoor
Francis Lee,Josh O'Connor,Romance Drama,god's own country
Sebastián Lelio,Daniela Vega,Drama,a fantastic woman
Teresa Villaverde,João Pedro Vaz,Drama,colo
Călin Peter Netzer,Mircea Postelnicu,Drama,"ana, my love"
Rezo Gigineishvili,Irakli Kvirikadze,Drama,hostages
So Yong Kim,Jena Malone,Drama Romance,lovesong
Vladimir Besedin,Aleksandr Gorbatov,Action Adventure Sci-Fi Drama,major grom
Peter W. Kunhardt Brian Oakes,Warren Buffett,Documentary,becoming warren buffett
Catalina Aguilar Mastretta,Karla Souza,Romance Comedy,everybody loves somebody
Dany Boon,Alice Pol,Action Comedy,r.a.i.d. special unit
Leslie Libman,Natasha Bassett,Drama TV Movie,britney ever after
Kerstin Karlhuber,Tom Wopat,Family Drama,fair haven
Destin Cretton,Brie Larson,Drama,the glass castle
Thomas Torrey,Thomas Torrey,Drama Thriller,fare
Dome Karukoski,Pekka Strang,Drama,tom of finland
Kris Avedisian,Louisa Krause,Drama Comedy,donald cried
Mike Dudko,Rachel Barrer,Horror Comedy,zombie pizza
Lone Scherfig,Gemma Arterton,Romance War Comedy Drama,their finest
Joseph Ruben,Michiel Huisman,Romance Drama War,the ottoman lieutenant
William Oldroyd,Florence Pugh,Drama,lady macbeth
Ritesh Batra,Jim Broadbent,Mystery Drama,the sense of an ending
Susan Johnson,Bel Powley,Drama Comedy,carrie pilby
James Franco Pamela Romanowsky,James Franco,Thriller,the institute
Filippo Capuzzi Lapietra,Felipe Castanhari,Comedy,internet - o filme
Mehdi Idir Grand Corps Malade,Pablo Pauly,Drama Comedy,patients
Stuart Hazeldine,Sam Worthington,Drama Fantasy,the shack
Svyatoslav Podgayevskiy,Victoria Agalakova,Mystery Horror Thriller,the bride
Daniel Espinosa,Jake Gyllenhaal,Horror Sci-Fi Thriller,life
Sanjay Gupta,Hrithik Roshan,Action Crime Romance,kaabil
Bryan Brewer,Cree Kelly,Horror,the raking
J.D. Dillard,Jacob Latimore,Drama Thriller Action Sci-Fi,sleight
Sarah Adina Smith,Rami Malek,Mystery Drama,buster's mal heart
Han Jae-rim,Jo In-sung,Drama Crime,the king
David Ryan Keith,Michael Koltes,Horror,ghosts of darkness
Dean Israelite,Dacre Montgomery,Action Adventure Sci-Fi,power rangers
Ridley Scott,Michael Fassbender,Horror Sci-Fi Thriller,alien: covenant
Massimiliano Bruno,Marco Giallini,Comedy,beata ignoranza
Ben Wheatley,Sharlto Copley,Action Comedy Crime Thriller,free fire
Kitty Green,Hannah Cagwin,Documentary,casting jonbenet
Etienne Comar,Reda Kateb,Drama,django
Samuli Valkama,Noah Kin,Comedy Drama,unexpected journey
Oren Moverman,Richard Gere,Drama Thriller,the dinner
Josef Hader,Josef Hader,Comedy Crime Drama,wild mouse
Brian Vernick,Cheryl M. Bailey,Crime Drama,the avenue
Steven C. Miller,Nicolas Cage,Action Crime Thriller,arsenal
Adolfo Martínez Pérez,Ariadna Gil,War,rescue under fire
Vanessa Parise,Haley Pullos,Drama,from straight a's to xxx
Fernando González Molina,Marta Etura ,Thriller,the invisible guardian
Aaron Katz,Lola Kirke,Thriller,gemini
Fiona Gordon Dominique Abel,Fiona Gordon,Comedy,lost in paris
Francis Whately,Tony Visconti,Music Documentary,david bowie: the last five years
Amanda Kernell,Lene Cecilia Sparrok,Drama,sami blood
Andrew Getty,Fred Koehler,Horror,the evil within
Mark Pellington,Shirley MacLaine,Comedy Drama,the last word
Dax Shepard,Michael Peña,Action Comedy Crime,chips
Jeffrey Blitz,Anna Kendrick,Comedy Drama,table 19
Zach Braff,Morgan Freeman,Crime Comedy Drama,going in style
Geoffrey Orthwein Andrew Sullivan,Maika Monroe,Drama Sci-Fi Thriller,bokeh
Philippe Lacheau,Philippe Lacheau,Comedy,alibi.com
Gavin Wiesen,J.K. Simmons,Comedy,all nighter
Nicolas Bedos,Nicolas Bedos,Romance Drama Comedy,mr & mme adelman
Sydney Freeland,Ashleigh Murray,Drama Comedy Crime,deidra & laney rob a train
Simon Amstell,Simon Amstell,Sci-Fi Comedy Documentary,carnage: swallowing the past
Tommy O'Haver,Melissa Leo,Crime Drama,the most hated woman in america
George Mendeluk,Max Irons,War Drama History Romance,bitter harvest
Johnny Martin,Nicolas Cage,Action Thriller,vengeance: a love story
Álex de la Iglesia,Mario Casas,Horror Thriller Comedy,the bar
Ned Crowley,Jim O'Heir,Drama Comedy Crime Thriller,middle man
Nathan Adloff,Tim Boardman,Drama,miles
Kelly Asbury,Julia Roberts,Adventure Animation Comedy Family,smurfs: the lost village
Charlie McDowell,Jason Segel,Drama Romance Sci-Fi Thriller,the discovery
Gurinder Chadha,Hugh Bonneville,Drama History,viceroy's house
Alec Su,Nick Wang,Mystery Thriller,the devotion of suspect x
Niki Caro,Jessica Chastain,Drama History,the zookeeper's wife
Miguel A. Ferrer,Amy Johnston,Drama Action,female fight club
Robert Legato,Eliza Dushku,Horror Mystery Thriller,eloise
Marc Webb,Chris Evans,Drama,gifted
Sam Liu,Stuart Allan,Sci-Fi Animation Action,teen titans: the judas contract
Elliott Lester,Arnold Schwarzenegger,Drama Thriller,aftermath
Ole Bornedal,Nicolas Bro,Comedy Crime Drama,small town killers
Ricardo Herrera,Andy Goldenberg,Comedy,the bigfoot project
Jon Gunn,Mike Vogel,Drama,the case for christ
Leif Tilden,Graham Rogers,Drama Romance,1 mile to you
Aaron Woodley,Jessica Biel,Adventure Animation Comedy Family Sci-Fi,spark: a space tail
Stella Meghie,Amandla Stenberg,Drama Romance,"everything, everything"
David Bowers,Jason Ian Drucker,Comedy Family,diary of a wimpy kid: the long haul
Alain Gomis,Véro Tshanda Beya Mputu,Drama,félicité
Andrey Volgin,Agniya Ditkovskite,Action Fantasy,dance to death
Dmitriy Kiselev,Evgeny Mironov,Adventure Drama History,the spacewalker
Seth Gordon,Dwayne Johnson,Action Comedy,baywatch
Denise Di Novi,Rosario Dawson,Drama Thriller,unforgettable
Jonathan Levine,Amy Schumer,Action Comedy,snatched
Alex Kurtzman,Tom Cruise,Thriller Action Adventure,the mummy
Alastair Orr,Sharni Vinson,Action Horror,from a house on willow street
F. Gary Gray,Vin Diesel,Action Crime Thriller,the fate of the furious
Bryce Wagoner,Ginger Lynn Allen,Documentary,after porn ends 2
Gerard McMurray,Trevor Jackson,Drama,burning sands
Ian Truitner,Sunny Mabrey,Sci-Fi,teleios
Steven Brill,Adam Sandler,Comedy,sandy wexler
Phil Volken,Bethany Joy Lenz,Action Adventure Crime Drama Thriller,extortion
Michael O'Shea,Eric Ruffin,Horror Drama,the transfiguration
Carson D. Mell,Steve Zissis,Comedy Horror,another evil
Joe Swanberg,Jake Johnson,Comedy,win it all
David Soren,Kevin Hart,Action Animation Comedy Family,captain underpants: the first epic movie
Carlos Bolado,Martha Higareda,Family Comedy,3 idiotas
Zoe Lister-Jones,Zoe Lister-Jones,Comedy,band aid
Trey Edward Shults,Joel Edgerton,Horror Mystery Thriller,it comes at night
Gabriela Cowperthwaite,Kate Mara,Drama War,megan leavey
Roger Michell,Rachel Weisz,Drama Romance,my cousin rachel
Doug Archibald,Artemis Pebdani,Comedy,i love you both
Ari Issler Ben Snyder,Victor Almanzar,Drama Crime,11:55
Brian Fee,Owen Wilson,Family Comedy Animation Adventure,cars 3
Aisling Walsh,Sally Hawkins,Drama History Romance,maudie
Takanori Tsujimoto,Kevin Dorman,Action Adventure Animation Horror Mystery Sci-Fi,resident evil: vendetta
Fred Wolf,Leah Remini,Comedy,mad families
Luc Bondy,Isabelle Huppert,Drama Comedy,false confessions
James Nunn,Mike Mizanin,Action,the marine 5: battleground
Robert Conway,Monica Engesser,Horror,the covenant
Savage Steve Holland,Jace Norman,Family Fantasy Comedy,rufus 2
Colin Trevorrow,Naomi Watts,Thriller Drama Crime,the book of henry
Brett Haley,Sam Elliott,Drama,the hero
Matt Tyrnauer,Thomas Campanella,Documentary,citizen jane: battle for the city
